Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_000913.3	2484374	2487967		plus	sensor histidine kinase EvgS	evgS	946844	protein-coding		NP_416871.1	1197	b2370
NC_000913.3	2488023	2489168		minus	acetyl-CoA:oxalate CoA-transferase	yfdE	946432	protein-coding		NP_416872.4	381	b2371
NC_000913.3	2489242	2490186		minus	putative transport protein YfdV	yfdV	949110	protein-coding		NP_416873.1	314	b2372
NC_000913.3	2490256	2491950		minus	oxalyl-CoA decarboxylase	oxc	946845	protein-coding		NP_416874.1	564	b2373
NC_000913.3	2492004	2493254		minus	formyl-CoA transferase	frc	946842	protein-coding		NP_416875.1	416	b2374
NC_000913.3	2493767	2494402		minus	protein YfdX	yfdX	949108	protein-coding		NP_416876.1	211	b2375
NC_000913.3	2494698	2494973		plus	colanic acid synthesis putative lipoprotein YpdI	ypdI	949107	protein-coding		NP_416877.1	91	b2376
NC_000913.3	2495050	2495292		minus	DUF2545 domain-containing protein YfdY	yfdY	948842	protein-coding		NP_416878.1	80	b2377
NC_000913.3	2495645	2496565		plus	palmitoleoyl acyltransferase	lpxP	946847	protein-coding		NP_416879.4	306	b2378
NC_000913.3	2496921	2496992		plus	putative membrane protein YpdK	ypdK	7751622	protein-coding		YP_002791250.1	23	b4680
NC_000913.3	2497057	2498295		minus	glutamate--pyruvate aminotransferase AlaC	alaC	946850	protein-coding		NP_416880.1	412	b2379
NC_000913.3	2498671	2500368		plus	sensor histidine kinase PyrS	pyrS	946723	protein-coding		NP_416881.1	565	b2380
NC_000913.3	2500383	2501117		plus	DNA-binding transcriptional activator PyrR	pyrR	947395	protein-coding		NP_416882.1	244	b2381
NC_000913.3	2501130	2501987		plus	putative AraC-type DNA-binding transcriptional regulator YpdC	ypdC	946856	protein-coding		NP_416883.1	285	b2382
NC_000913.3	2501990	2504485		minus	putative PTS multiphosphoryl transfer protein FryA	fryA	946852	protein-coding		NP_416884.1	831	b2383
NC_000913.3	2504510	2505547		minus	aminopeptidase YpdE	ypdE	946848	protein-coding		NP_416885.1	345	b2384
NC_000913.3	2505547	2506632		minus	aminopeptidase YpdF	ypdF	946853	protein-coding		NP_416886.1	361	b2385
NC_000913.3	2506647	2507894		minus	putative PTS enzyme IIC component FryC	fryC	949111	protein-coding		NP_416887.1	415	b2386
NC_000913.3	2507916	2508242		minus	putative PTS enzyme IIB component FryB	fryB	949087	protein-coding		NP_416888.1	108	b2387
NC_000913.3	2508461	2509426		minus	glucokinase	glk	946858	protein-coding		NP_416889.1	321	b2388
NC_000913.3	2509630	2510886		plus	putative transport protein YfeO	yfeO	946854	protein-coding		NP_416890.1	418	b2389
NC_000913.3	2511001	2511327		plus	DUF2502 domain-containing protein YpeC	ypeC	946855	protein-coding		NP_416891.1	108	b2390
NC_000913.3	2511468	2512706		minus	Mn(2(+))/Fe(2(+)): H(+) symporter MntH	mntH	946899	protein-coding		NP_416893.1	412	b2392
NC_000913.3	2512687	2512776		minus	protein YpeD	ypeD	71004568	protein-coding		YP_010283913.1	29	b4819
NC_000913.3	2513042	2514244		plus	nucleoside:H(+) symporter NupC	nupC	946895	protein-coding		NP_416894.1	400	b2393
NC_000913.3	2514331	2515443		plus	putative IS186/IS421 transposase	insL3	946896	protein-coding		NP_416895.2	370	b2394
NC_000913.3	2515643	2517832		minus	putative c-di-GMP phosphodiesterase PdeA	pdeA	946864	protein-coding		NP_416896.4	729	b2395
NC_000913.3	2518041	2518116		minus	tRNA-Ala	alaX	946859	tRNA				b2396
NC_000913.3	2518156	2518231		minus	tRNA-Ala	alaW	946860	tRNA				b2397
NC_000913.3	2518467	2518811		plus	DNA-binding transcriptional dual regulator YfeC	yfeC	946857	protein-coding		NP_416897.2	114	b2398
NC_000913.3	2518813	2519205		plus	putative DNA-binding transcriptional regulator YfeD	yfeD	946865	protein-coding		NP_416898.3	130	b2399
NC_000913.3	2519257	2520672		minus	glutamate--tRNA ligase	gltX	946906	protein-coding		NP_416899.1	471	b2400
NC_000913.3	2520931	2521006		plus	tRNA-Val	valU	946824	tRNA				b2401
NC_000913.3	2521051	2521126		plus	tRNA-Val	valX	946817	tRNA				b2402
NC_000913.3	2521173	2521248		plus	tRNA-Val	valY	946870	tRNA				b2403
NC_000913.3	2521253	2521328		plus	tRNA-Lys	lysV	946866	tRNA				b2404
NC_000913.3	2521593	2522477		minus	DNA-binding transcriptional activator XapR	xapR	946862	protein-coding		NP_416900.1	294	b2405
NC_000913.3	2522729	2523985		minus	xanthosine:H(+) symporter XapB	xapB	946868	protein-coding		NP_416901.1	418	b2406
NC_000913.3	2524045	2524878		minus	xanthosine phosphorylase	xapA	946878	protein-coding		NP_416902.1	277	b2407
NC_000913.3	2525127	2525891		plus	putative outer membrane porin YfeN	yfeN	946872	protein-coding		NP_416903.1	254	b2408
NC_000913.3	2525930	2526856		minus	putative DNA-binding transcriptional regulator YfeR	yfeR	946873	protein-coding		NP_416904.1	308	b2409
NC_000913.3	2526946	2527944		plus	putative solute:Na(+) symporter	yfeH	946874	protein-coding		NP_416905.1	332	b2410
NC_000913.3	2527941	2528159		minus	PF12843 family protein YpeB	ypeB	1450285	protein-coding		YP_588464.1	72	b4546
NC_000913.3	2528161	2530176		minus	DNA ligase	ligA	946885	protein-coding		NP_416906.1	671	b2411
NC_000913.3	2530247	2531233		minus	cell division protein ZipA	zipA	946869	protein-coding		NP_416907.1	328	b2412
NC_000913.3	2531463	2532224		plus	sulfate:H(+) symporter	cysZ	946875	protein-coding		NP_416908.1	253	b2413
NC_000913.3	2532409	2533380		plus	cysteine synthase A	cysK	946877	protein-coding		NP_416909.1	323	b2414
NC_000913.3	2533764	2534021		plus	phosphocarrier protein HPr	ptsH	946886	protein-coding		NP_416910.1	85	b2415
NC_000913.3	2534066	2535793		plus	PTS enzyme I	ptsI	946879	protein-coding		NP_416911.1	575	b2416
NC_000913.3	2535834	2536343		plus	Enzyme IIA(Glc)	crr	946880	protein-coding		NP_416912.1	169	b2417
NC_000913.3	2536386	2537237		minus	pyridoxine/pyridoxal/pyridoxamine kinase	pdxK	946881	protein-coding		NP_416913.1	283	b2418
NC_000913.3	2537342	2537716		plus	DUF5329 domain-containing protein YfeK	yfeK	946876	protein-coding		NP_416914.1	124	b2419
NC_000913.3	2537749	2538483		plus	PF05406 family protein YfeS	yfeS	946887	protein-coding		NP_416915.1	244	b2420
NC_000913.3	2538672	2539583		minus	cysteine synthase B	cysM	946888	protein-coding		NP_416916.1	303	b2421
NC_000913.3	2539717	2540814		minus	sulfate/thiosulfate ABC transporter ATP binding subunit	cysA	946889	protein-coding		NP_416917.1	365	b2422
NC_000913.3	2540804	2541679		minus	sulfate/thiosulfate ABC transporter inner membrane subunit CysW	cysW	2847743	protein-coding		YP_026168.2	291	b2423
NC_000913.3	2541679	2542512		minus	sulfate/thiosulfate ABC transporter inner membrane subunit CysU	cysU	946882	protein-coding		NP_416919.1	277	b2424
NC_000913.3	2542512	2543528		minus	thiosulfate/sulfate ABC transporter periplasmic binding protein CysP	cysP	946883	protein-coding		NP_416920.1	338	b2425
NC_000913.3	2543832	2544623		minus	oxidoreductase UcpA	ucpA	946898	protein-coding		NP_416921.4	263	b2426
NC_000913.3	2544752	2545609		minus	DNA-binding transcriptional dual regulator MurR	murR	946568	protein-coding		NP_416922.1	285	b2427
NC_000913.3	2545773	2546669		plus	N-acetylmuramic acid 6-phosphate etherase	murQ	946893	protein-coding		NP_416923.1	298	b2428
NC_000913.3	2546673	2548097		plus	N-acetylmuramic acid-specific PTS enzyme IICB component/anhydro-N-acetylmuramic acid transporter	murP	946894	protein-coding		NP_416924.1	474	b2429
NC_000913.3	2548102	2549406		plus	penicillin binding protein 4B	yfeW	946907	protein-coding		NP_416925.2	434	b2430
NC_000913.3	2549646	2550545		minus	porphyrinogen peroxidase	yfeX	946913	protein-coding		NP_416926.4	299	b2431
NC_000913.3	2550641	2551216		minus	DUF1131 domain-containing lipoprotein YfeY	yfeY	946919	protein-coding		NP_416927.1	191	b2432
NC_000913.3	2551277	2551726		minus	putative inner membrane protein	yfeZ	946918	protein-coding		NP_416928.4	149	b2433
NC_000913.3	2551713	2552138		minus	putative acetyltransferase YpeA	ypeA	946917	protein-coding		NP_416929.4	141	b2434
NC_000913.3	2552352	2553221		plus	N-acetylmuramoyl-L-alanine amidase A	amiA	946916	protein-coding		NP_416930.1	289	b2435
NC_000913.3	2553225	2554124		plus	coproporphyrinogen III oxidase	hemF	946908	protein-coding		NP_416931.1	299	b2436
NC_000913.3	2554130	2555182		minus	putative DNA-binding transcriptional regulator EutR	eutR	946911	protein-coding		NP_416932.1	350	b2437
NC_000913.3	2555228	2555728		minus	putative structural protein, ethanolamine utilization microcompartment	eutK	946912	protein-coding		NP_416933.4	166	b2438
NC_000913.3	2555741	2556400		minus	putative structural protein, ethanolamine utilization microcompartment	eutL	946914	protein-coding		NP_416934.1	219	b2439
NC_000913.3	2556410	2557297		minus	ethanolamine ammonia-lyase subunit beta	eutC	946925	protein-coding		NP_416935.1	295	b2440
NC_000913.3	2557318	2558679		minus	ethanolamine ammonia-lyase subunit alpha	eutB	946924	protein-coding		NP_416936.4	453	b2441
NC_000913.3	2558858	2560066		plus	putative phage integrase IntZ	intZ	946923	protein-coding		NP_416937.2	402	b2442
NC_000913.3	2560257	2560898		plus	uncharacterized protein YffL	yffL	946922	protein-coding		NP_416938.1	213	b2443
NC_000913.3	2561368	2561613		plus	uncharacterized protein YffM	yffM	946921	protein-coding		NP_416939.1	81	b2444
NC_000913.3	2561625	2561993		plus	uncharacterized protein YffN	yffN	946930	protein-coding		NP_416940.2	122	b2445
NC_000913.3	2562111	2562527		plus	uncharacterized protein YffO	yffO	946929	protein-coding		NP_416941.1	138	b2446
NC_000913.3	2562524	2563117		plus	uncharacterized protein YffP	yffP	946928	protein-coding		NP_416942.1	197	b2447
NC_000913.3	2563592	2563969		plus	uncharacterized protein YffQ	yffQ	946927	protein-coding		NP_416943.2	125	b2448
NC_000913.3	2563980	2564372		plus	uncharacterized protein YffR	yffR	946931	protein-coding		NP_416944.1	130	b2449
NC_000913.3	2564523	2565332		plus	uncharacterized protein YffS	yffS	946932	protein-coding		NP_416945.2	269	b2450
NC_000913.3	2565481	2566884		minus	ethanolamine ammonia-lyase reactivase EutA	eutA	946937	protein-coding		NP_416946.1	467	b2451
NC_000913.3	2566881	2568107		minus	putative ethanolamine permease EutH	eutH	944979	protein-coding		NP_416947.1	408	b2452
NC_000913.3	2568324	2569511		minus	putative alcohol dehydrogenase EutG	eutG	946233	protein-coding		NP_416948.4	395	b2453
NC_000913.3	2569501	2570337		minus	putative ethanolamine utilization chaperonin EutJ	eutJ	947588	protein-coding		NP_416949.1	278	b2454
NC_000913.3	2570348	2571751		minus	acetaldehyde dehydrogenase (acetylating) EutE	eutE	946943	protein-coding		NP_416950.1	467	b2455
NC_000913.3	2571763	2572050		minus	putative ethanolamine catabolic microcompartment shell protein EutN	eutN	946945	protein-coding		NP_416951.1	95	b2456
NC_000913.3	2572157	2572450		minus	putative ethanolamine catabolic microcompartment shell protein EutM	eutM	946942	protein-coding		NP_416952.2	97	b2457
NC_000913.3	2572489	2573505		minus	phosphate acetyltransferase EutD	eutD	946940	protein-coding		NP_416953.1	338	b2458
NC_000913.3	2573502	2574305		minus	putative ethanolamine utilization cobalamin adenosyltransferase	eutT	946939	protein-coding		NP_416954.1	267	b2459
NC_000913.3	2574302	2575003		minus	putative ethanolamine utilization acetate kinase EutQ	eutQ	946935	protein-coding		NP_416955.1	233	b2460
NC_000913.3	2574978	2575457		minus	putative ethanolamine utilization acetate kinase EutP	eutP	946933	protein-coding		NP_416956.1	159	b2461
NC_000913.3	2575470	2575805		minus	putative ethanolamine catabolic microcompartment shell protein EutS	eutS	946936	protein-coding		NP_416957.4	111	b2462
NC_000913.3	2576098	2578377		minus	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	maeB	946947	protein-coding		NP_416958.1	759	b2463
NC_000913.3	2578666	2579616		plus	transaldolase A	talA	947006	protein-coding		NP_416959.1	316	b2464
NC_000913.3	2579636	2581639		plus	transketolase 2	tktB	945865	protein-coding		NP_416960.1	667	b2465
NC_000913.3	2581734	2582777		minus	DUF1176 domain-containing protein YpfG	ypfG	946828	protein-coding		NP_416961.1	347	b2466
NC_000913.3	2582903	2583478		minus	GDP-mannose hydrolase	nudK	947072	protein-coding		NP_416962.1	191	b2467
NC_000913.3	2583546	2585525		minus	putative oxidoreductase AegA	aegA	947383	protein-coding		NP_416963.1	659	b2468
NC_000913.3	2585731	2587431		plus	sensor histidine kinase NarQ	narQ	946948	protein-coding		NP_416964.1	566	b2469
NC_000913.3	2587595	2590708		plus	multidrug efflux pump RND permease AcrD	acrD	945464	protein-coding		NP_416965.1	1037	b2470
NC_000913.3	2590807	2590866		minus	uncharacterized protein YpfM	ypfM	5061513	protein-coding		YP_001165325.1	19	b4606
NC_000913.3	2591247	2591603		plus	putative reductase YffB	yffB	946953	protein-coding		NP_416966.1	118	b2471
NC_000913.3	2591607	2592734		plus	succinyl-diaminopimelate desuccinylase	dapE	948313	protein-coding		NP_416967.1	375	b2472
NC_000913.3	2592762	2592962		plus	PF13980 family protein YpfN	ypfN	1450286	protein-coding		YP_588465.1	66	b4547
NC_000913.3	2593072	2593770		minus	esterase YpfH	ypfH	947571	protein-coding		NP_416968.2	232	b2473
NC_000913.3	2593844	2595859		minus	tRNA(Met) cytidine acetyltransferase	tmcA	946053	protein-coding		NP_416969.1	671	b2474
NC_000913.3	2595874	2596737		minus	uncharacterized protein YpfJ	ypfJ	946956	protein-coding		NP_416970.1	287	b2475
NC_000913.3	2596905	2597618		minus	phosphoribosylaminoimidazole-succinocarboxamide synthase	purC	946957	protein-coding		NP_416971.1	237	b2476
NC_000913.3	2597831	2598865		minus	outer membrane protein assembly factor BamC	bamC	946954	protein-coding		NP_416972.4	344	b2477
NC_000913.3	2598882	2599760		minus	4-hydroxy-tetrahydrodipicolinate synthase	dapA	946952	protein-coding		NP_416973.1	292	b2478
NC_000913.3	2599906	2600478		plus	putative transcriptional regulator GcvR	gcvR	946950	protein-coding		NP_416974.4	190	b2479
NC_000913.3	2600478	2600948		plus	thiol peroxidase	bcp	946949	protein-coding		NP_416975.1	156	b2480
NC_000913.3	2601201	2601818		plus	hydrogenase 4 component A	hyfA	946959	protein-coding		NP_416976.4	205	b2481
NC_000913.3	2601818	2603836		plus	hydrogenase 4 component B	hyfB	946961	protein-coding		NP_416977.1	672	b2482
NC_000913.3	2603847	2604794		plus	hydrogenase 4 component C	hyfC	947492	protein-coding		NP_416978.4	315	b2483
NC_000913.3	2604811	2606250		plus	hydrogenase 4 component D	hyfD	947290	protein-coding		NP_416979.1	479	b2484
NC_000913.3	2606262	2606912		plus	hydrogenase 4 component E	hyfE	945298	protein-coding		NP_416980.1	216	b2485
NC_000913.3	2606917	2608497		plus	hydrogenase 4 component F	hyfF	946962	protein-coding		NP_416981.1	526	b2486
NC_000913.3	2608487	2610154		plus	hydrogenase 4 catalytic subunit HyfG	hyfG	946964	protein-coding		NP_416982.1	555	b2487
NC_000913.3	2610164	2610709		plus	hydrogenase 4 component H	hyfH	946965	protein-coding		NP_416983.1	181	b2488
NC_000913.3	2610706	2611464		plus	hydrogenase 4 catalytic subunit HyfI	hyfI	946966	protein-coding		NP_416984.1	252	b2489
NC_000913.3	2611457	2611870		plus	putative hydrogenase 4 assembly protein	hyfJ	947713	protein-coding		NP_416985.4	137	b2490
NC_000913.3	2611900	2613912		plus	DNA-binding transcriptional activator HyfR	hyfR	948886	protein-coding		NP_416986.4	670	b2491
NC_000913.3	2613934	2614782		plus	formate channel FocB	focB	949032	protein-coding		NP_416987.1	282	b2492
NC_000913.3	2614820	2615881		minus	putative transporter YfgO	yfgO	945894	protein-coding		NP_416988.1	353	b2493
NC_000913.3	2616094	2617557		plus	beta-barrel assembly-enhancing protease	bepA	947029	protein-coding		NP_416989.1	487	b2494
NC_000913.3	2617578	2617937		plus	putative oxidoreductase YfgD	yfgD	946974	protein-coding		NP_416990.1	119	b2495
NC_000913.3	2618075	2618776		minus	inibitor of reinitiation of DNA replication	hda	946977	protein-coding		NP_416991.2	233	b2496
NC_000913.3	2618871	2620160		minus	uracil:H(+) symporter UraA	uraA	946978	protein-coding		NP_416992.1	429	b2497
NC_000913.3	2620246	2620872		minus	uracil phosphoribosyltransferase	upp	946979	protein-coding		NP_416993.2	208	b2498
NC_000913.3	2621197	2622234		plus	phosphoribosylformylglycinamide cyclo-ligase	purM	946975	protein-coding		NP_416994.1	345	b2499
NC_000913.3	2622234	2622872		plus	phosphoribosylglycinamide formyltransferase 1	purN	946973	protein-coding		NP_416995.1	212	b2500
NC_000913.3	2623044	2625110		plus	polyphosphate kinase	ppk	946971	protein-coding		NP_416996.1	688	b2501
NC_000913.3	2625115	2626656		plus	exopolyphosphatase	ppx	946970	protein-coding		NP_416997.1	513	b2502
NC_000913.3	2626695	2628938		minus	cyclic di-GMP phosphodiesterase PdeF	pdeF	946968	protein-coding		NP_416998.1	747	b2503
NC_000913.3	2629290	2629481		plus	nickel/cobalt stress response protein YfgG	yfgG	946980	protein-coding		NP_416999.1	63	b2504
NC_000913.3	2629792	2630310		plus	lipoprotein YfgH	yfgH	945709	protein-coding		NP_417000.1	172	b2505
NC_000913.3	2630326	2630865		plus	nalidixic acid resistance protein YfgI	yfgI	945168	protein-coding		NP_417001.1	179	b2506
NC_000913.3	2630958	2632535		minus	GMP synthetase	guaA	947334	protein-coding		NP_417002.1	525	b2507
NC_000913.3	2632604	2634070		minus	inosine 5'-monophosphate dehydrogenase	guaB	946985	protein-coding		NP_417003.1	488	b2508
NC_000913.3	2634232	2635602		plus	exodeoxyribonuclease VII subunit XseA	xseA	946988	protein-coding		NP_417004.1	456	b2509
NC_000913.3	2635599	2635814		minus	zinc ribbon domain-containing protein YfgJ	yfgJ	946984	protein-coding		NP_417005.2	71	b2510
NC_000913.3	2635884	2637356		minus	50S ribosomal subunit stability factor	der	946983	protein-coding		NP_417006.2	490	b2511
NC_000913.3	2637474	2638652		minus	outer membrane protein assembly factor BamB	bamB	946982	protein-coding		NP_417007.1	392	b2512
NC_000913.3	2638663	2639283		minus	ancillary SecYEG translocon subunit	yfgM	946981	protein-coding		NP_417008.1	206	b2513
NC_000913.3	2639301	2640575		minus	histidine--tRNA ligase	hisS	946989	protein-coding		NP_417009.1	424	b2514
NC_000913.3	2640595	2640686		minus	small RNA SroE	sroE	63925644	ncRNA				b4761
NC_000913.3	2640686	2641804		minus	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)	ispG	946991	protein-coding		NP_417010.1	372	b2515
NC_000913.3	2641831	2642844		minus	cytoskeleton protein RodZ	rodZ	946992	protein-coding		NP_417011.1	337	b2516
NC_000913.3	2643129	2644283		minus	23S rRNA m(2)A2503 methyltransferase/tRNA m(2)A37 methyltransferase	rlmN	946249	protein-coding		NP_417012.1	384	b2517
NC_000913.3	2644433	2644864		minus	nucleoside diphosphate kinase	ndk	945611	protein-coding		NP_417013.1	143	b2518
NC_000913.3	2645013	2647325		minus	peptidoglycan glycosyltransferase PbpC	pbpC	947152	protein-coding		NP_417014.1	770	b2519
NC_000913.3	2647326	2652287		minus	alpha2-macroglobulin	yfhM	947302	protein-coding		NP_417015.1	1653	b2520
NC_000913.3	2652494	2653339		plus	3-mercaptopyruvate sulfurtransferase	sseA	946993	protein-coding		NP_417016.4	281	b2521
